rating,date,review
0.5,2022-12-19,"Je n'ai vraiment pas apprécié ce film qui a un scénario extrêmement creux. C'est l'histoire d'un méchant venu de la planète Terre pour se venger d'un des siens et le tuer... Avec des discours très niais et sans profondeur. Il n'y a pour ainsi dire, pas de réelle histoire. Si vous n'aimez pas les films d'action, fuyez, il n'y a que ça. Des méchants qui détruisent tout sur leur passage pour assouvir une vengeance personnelle. Un rappel du premier film aurait été bien, plus qu'une simple phrase. Les personnages ne sont pas attachants du tout, pour ma part ce qui leur arrivait de mal ne me faisait ni chaud ni froid. Le seul point positif, c'est que le film est esthétiquement bien fait. Mais ce n'est vraiment pas suffisant."
4.0,2022-12-15,"13 ans plus tard, tout aura été dit sur Avatar 2. LE prochain bond technologique, l’amorce d’une saga comparable au Seigneur des Anneaux, ou bien que tout le monde s’en fiche puisque le premier a été oublié (Ah ah ah !). Il faut dire qu’en une décennie, le monde a un peu changé. L’urgence écologique est maintenant incontestée. Le cinéma grand public est saturé d’univers partagés de plus en plus étriqués. L’explosion conjointe du streaming et des plateformes basées sur les formats courts creusent le déficit d’attention dans les salles. Comment espérer un miracle ? En repoussant les limites. Et dans le domaine, James Cameron est un peu le spécialiste. 13 ans plus tard, le premier volet tient superbement la route. Un trésor visuel propre à humilier la majorité des gros blockbusters sortis la dernière décennie. Sur le terrain de la prouesse technologique, La Voie de L’Eau est un nouveau jalon, incontestablement. Progrès de la motion-capture, textures de la peau, rendu de l’eau, 3D couplée au HFR (en passe du 24 à 48 images/seconde pendant une bonne moitié de l’œuvre) ; la « réalité » de Pandora n’a jamais été aussi forte. Le spectacle d’hier, c’était l’immersion en terre inconnue. Nous passons aujourd’hui en mer inconnue. Grande passion de James Cameron depuis plus de 30 ans, l’exploration sous l’océan touche une nouvelle fois au sublime. Avec la demi-heure supplémentaire (3h12), Cameron donne plus de place à la contemplation. Nouveau terrain de jeu, nouvelles espèces, nouveau mode de déplacement. Le monde d’Avatar grandit. Et le propos aussi… 13 ans plus tard, le statu quo est révolu. La course contre le temps est l’obsession nouvelle, les antagonistes deviennent les miroirs inversés des héros (Quaritch) et les prémisses d’une guerre totale sont là. Quel choix pour Jake Sully, Neytiri et leur progéniture ? Quel choix pour les Na’vis ? La Voie de l’Eau prolonge les thématiques écologiques et anthropologiques entamées en 2009. Puis en ouvre de nouvelles concernant la symbolique de ces Avatars et de la nouvelle génération. Il faut d’ailleurs noter que les réussites viennent principalement de ces nouveautés. En premier lieu, les personnages de Lo'ak et Kiri, tous deux amenés à devenir les voix (voies ?) d’une rébellion contre ceux d’en haut…et des traditions d’en bas. Cela passera autant par la désobéissance et la défense que l’osmose avec ce nouvel environnement. Un mélange de candeur et de hargne bienvenu, à rebrousse-poil de ces grosses machines favorisant l’apathie de leur public (on ne citera pas de marques). Enfin, l’électron libre Spider ouvre des perspectives passionnantes, même si elles s’accompagnent d’une frustration, comme d’autres éléments du long-métrage. 13 ans plus tard, Jake est père et s’interroge sur son rôle. Canevas classique mais pour peu que l’écriture suivre, ça ne pose aucun problème. Ici, ça coince un peu tout de même. Pas que James Cameron s’adonne à une posture pro-patriarcat. C’est même l’inverse, contrairement à ce qu’on peut lire ici ou là. La question parentale est fondamentale chez lui, sauf que la carte n’est pas finement jouée ce coup-ci. Sam Worthington et Zoé Saldana ne sont pas des mieux servis par l’intrigue et les dialogues (« un père, ça protège »). Sur cette thématique, l’intérêt va rapidement se déporter ailleurs (Quaritch/Spider) quand bien même cet ailleurs est plus effleuré que développé. Ce qui nous ramène au défaut de cette suite, pour le coup absent du tout premier : sa structure. L’original était une ligne claire narrative, la suite est plus confuse, dépassée par les énormes potentialités offertes par les personnages, leurs différends et leurs évolutions. D’où l’importance de traiter l’essentiel pour assurer un relais fluide entre les uns et les autres. Trop ambitieux, Avatar 2 ? Pas vraiment, car sinon La Voie de l’Eau pousse les potards au maximum. 13 ans plus tard, James Cameron remet son titre de roi de l’entertainment en jeu. Plus que jamais auparavant, le cinéaste canadien assume de livrer un film-somme qui rassemble tous ses meilleurs travaux. La dernière heure est un climax ininterrompu entre les montées d’adrénaline et les explosions cathartiques, invoquant les souvenirs de Terminator 2, Abyss en passant par Aliens et Titanic. Voilà pour le niveau. Chaque déflagration porte un souffle effarant et les moments de bascule sont colossaux. Si la mise en scène fait montre d’une virtuosité supérieure au premier, c’est notamment perceptible dans les confrontations physiques, d’une clarté admirable. Quand tout cela se calme enfin, c’est pour vous bercer le cœur dans un élan de poésie enchanteur. Le film achève son périple avec un ultime plaidoyer en faveur de la nature, et une seule envie demeure : s’y replonger. On n’attendra pas 13 ans pour le prochain (dont le tournage est déjà achevé), mais on a largement de quelques années pour profiter de celui-là."
5.0,2022-12-18,"Mais quel film viens-je de voir? Un CHEF D'OEUVRE. Encore une fois, James Cameron me prouve qu'il est le maître du cinema. Mais quelle claque cette suite d'avatar !! Il réalise une nouvelle fois un chef d'oeuvre cinematographique. 3h12 de pur merveille entre decors a couper le souffle et des combats acharnés ! Une réussite dans tout les points."
1.0,2022-12-26,"Une film de trois heures pour un scénario qui tient sur un bout de papier. Certe le rendu visuel est incroyable mais ce film est remplie de longueur et de niaiserie, plein de bon sentiment à l américaine, aucune profondeur, aucune réelle intrigue. C'est le néant scenaristique. Trois heures de ma vie que malheureusement on ne me rendra jamais...."
5.0,2022-12-15,"Vu en imax 3D, magnifique, mieux que le premier, les effets spéciaux sont impressionnants, l'histoire est très bien, bravo!!"
2.5,2022-12-22,"C'est beau et bien fait mais, pour moi, ça ne suffit pas à faire un bon film. Le scénario est plutôt basique dans cette fable écolo, les très méchants contre les très gentils. Mais les 3 heures passent bien, si l'on a gardé son âme d'enfant."
5.0,2022-12-15,"Encore une réussite époustouflante ! on peut reprocher des choses à la saga Avatar, évidemment. Mais je vais au cinéma pour ressentir des émotions et en prendre plein la vue. Et bien avec cet opus, le spectacle est total ! vu en salle Dolby, tout est parfait ! Je vous recommande d'y aller pour l'amour des belles images. James Cameron est un virtuose de l'image comme toujours."
0.5,2022-12-23,"ce film présente beaucoup de problème a travers son scénario , incohérence du passé sur le monde actuel , lors de l'avatar 1 on était en 2160 dix ans se sont écoulés , soit en 2170 le début spoiler: présente le retour du méchant d'origine du premier opus . spoiler: créer sur un avatar avec la sauvegarde de son passé et personalité sur forme de clé usb , ces éllements ne sont pas préciser ni comment ils sont arrivés sur cette technologie nouvelle , ce film est misé sur les effets spéciaux et la beauté des lieux , le problème de base est le suivant : spoiler: la base du scénario nous dit la terre est en fin de vie , on nous a parlé au début du premier avatar que les terriens avaient colonisés l'ensemble des galaxies , mais que la terre était en fin de vie et qu'il allait construire des logements sociaux sur une planète sans oxygène , ensuite une vendetta et une chasse a l'homme de traquer le héros d'avatar , ensuite nous avons la chasse aux animaux marins dont la baleine pandorienne qui possède un liquide dans son cerveau qui rien presque immortel sur le vieillissement , l'incohérence des scènes de personnes qui meurent mais qui sont toujours en vie spoiler: les avatars du commando du colonnel ce film est un suppositoire qui ne parle pas , c'est de la beauté sans rien qui garde en halène le spectateur , je cloturais sur les clins d'oeil de fin aux films James Cameron , spoiler: Titanic ,Abyss et aliens ces scénes reconnaissaibles le bateau qui coule , la bataille des sous-marins et le plus beau les lumières aliens c'est une honte de vouloir faire du pognon parce que le classement des meilleurs films n'est plus au titre de James Cameron mais a Marvel ou a Maverick qui sont les meilleurs films du monde ."
2.5,2022-12-18,"Ce très long-métrage qui nous replonge (littéralement) dans l’univers enchanteur de Pandora et son mysticisme au charme idyllique aurait pu se démarquer de la plupart des autres films de science-fiction, et pourtant il est malheureusement coulé par ses facilités scénaristiques redondantes. Une sublime prouesse visuelle, certes, mais ce n’est hélas pas assez pour projeter Avatar : la voie de l’eau plus loin que son prédécesseur. Un cruel manque d’évolution au niveau des personnages et le côté fade des nouveaux arrivants rend ce voyage magique moins éblouissant dans son ensemble. Entre deux éclatantes scènes aquatiques bombardées d’action, Jake Sully nous ressasse un discours réchauffé du père héroïque qui a le devoir de protéger sa famille tout au long du film, message certes respectable et intéressant, mais exploité jusqu’à éclipser les aspects particulièrement intrigants qui entourent d’autres personnages, comme Kiri, avec sa naissance improbable et ses dons hors du commun. Ney’tiri est souvent mise de côté pour laisser la place au vaillant Jake, qui pourtant passe la plupart de son temps à réprimander ses fils et leur imprudence répétée. Je n’aurais eu aucun problème avec le retour du Colonel Miles Rick Quaritch (la technologie ayant permis sa « résurrection » était un facteur cohérent) si il avait été plus impactant au long du film. Le vétéran vengeur a conservé sa personnalité vide et creuse, le rangeant aux côtés des autres super-vilains peu mémorables aux motivations futiles. Dommage."
5.0,2024-12-15,"Jake Sully et Neytiri, désormais parents, vivent paisiblement sur Pandora. Mais leur vie est bouleversée par le retour des humains, toujours avides de ressources. Contraints de fuir, ils trouvent refuge auprès du peuple des récifs, les Metkayina, et découvrent un monde aquatique fascinant. Entre adaptation à une nouvelle culture et lutte pour leur survie, Jake et sa famille devront affronter d’immenses défis pour protéger leur foyer et leur planète. Note : ★★★★★ - (5/5) - Excellent James Cameron signe avec Avatar : La Voie de l’eau, un véritable chef-d’œuvre visuel qui repousse les limites du cinéma moderne. Chaque plan est magnifique et les séquences sous-marines, incroyablement détaillées et réalistes, captivent par leur splendeur. Le film brille également par sa capacité à combiner action intense et moments plus calme. La performance des acteurs, est renforcée par la technologie de capture de mouvement, rendant les Na’vi plus expressifs que jamais. Cependant, malgré son univers riche et ses personnages attachants, l’intrigue reste parfois trop linéaire et prévisible, s’appuyant sur des schémas narratifs déjà éprouvés. Point fort : Une réalisation visuelle spectaculaire."
0.5,2022-12-27,"Très bonne réalisation, défi technologique: en bref complètement raté Scénario absurde: le grand mechant militaire se voit attribué des moyens sans limites pour emmerder le héro L'histoire de la famille du héro est sans intérêt: genre histoire familliale avec des ados: complètement naze. Du patriarcat et des clichés partout haaaaaaaaaaaaarg! Que c'est looooong!"
0.5,2023-01-10,"Depuis Star War 7, je fais l'effort de ne plus me hiper au cinéma. Je vais voir les films sans attentes. Je me suis même préparé! En me disant, ça va être un film à la trame prévisible et manichéen. je l'accepte, c'est le cas du seigneur des anneaux et c'est un très bon film. Et j'ai vu avatar 2 et je suis perdu. Aucune originalité concernant les décors et la flore, c'est la mer en moins beau. Si vous avez trouvé ça beau ou exotique, je suis désolé de vous dire que vous n'êtes jamais allé à la mer, voire que vous n'avez jamais vu un documentaire animalier. La structure sociale de Navis est exactement la même que la notre, la famille type, vraiment c'est les Simpson. Le scénario fait le prouesse d'être à la fois, simple, incohérent et répétitif. Je suis sorti triste de la salle. Ce n'est pas normal que j'aille au cinéma en m'attendant à passer un mauvais moment. Triste que les œuvres dans lesquelles l'humanité investie le plus soit si pauvre. Pour ma part je jette l'éponge concernant le cinéma. Il y a encore de grande œuvre dans l'animation. Je regarde Primal en ce moment de la pur survie! Magnifique"
0.5,2023-01-05,D'une bêtise à pleurer. La vision de la famille patriarcale est tellement rétrograde. Les passages avec les humains sont d'une laideur abyssale.
0.5,2022-12-16,J ai pas compris a quoi servait ce film... si c est pour voir des belles images j ai qu'a regarder national geographic. Sinon l'histoire ....quelle histoire ?
2.5,2022-12-19,"Autant d'années, autant d'argent, autant de technologie pour aboutir à un film (trop) long, si peu inventif, au scénario ultra convenu. Mêmes ressorts scénaristiques que le premier épisode, des poncifs en veux-tu en voilà sur la famille, un prechi prêcha écologique niveau CP... Passées les 30 premières minutes de l'attendu ""wahou visuel"" (vu en Imax 3D), on finie par s'ennuyer. Avatar 3, ça sera sans moi."
4.5,2022-12-17,"On l’attendait celui-là! Et c’est peu dire que ça valait le coup de patienter et de ronger son frein face aux multiples reports de sortie (plus de cinq ans sans compter la crise des mesures sanitaires). Mister James Cameron nous assène (encore) une claque qui devrait être (encore bis) une œuvre maitre-étalon pour le septième art en matière de technologie et de spectaculaire pour très longtemps. Le premier était déjà excellent et a marqué un tournant dans l’histoire du cinéma. Cette suite qui lui est supérieure en tous points refait de même. Les films de l’univers Marvel, les Michael Bay et consorts peuvent aller se rhabiller devant la maestria technique et formelle de cet « Avatar, la voie de l’eau ». Cameron a bien eu le temps de potasser son imaginaire florissant et de peaufiner un univers encore plus palpable et incroyable. Alors certes le film n’est pas parfait mais le cinéaste propose de nouveau un grand moment de divertissement et ajoute une immense pierre symbolique et imposante dans ce grand monument en constante évolution qu’est le cinéma. Et ici il s’agit de cinéma avec un gigantesque C. Le petit bémol est que l’on reprochera juste des dialogues parfois simplistes et un propos qui peut paraître naïf par moments. Mais dans une période sombre comme celle que nous venons de traverser, des telles valeurs positives font du bien. Et le propos écologique encore plus poussé ici (et maîtrisé) est tout à fait adapté et il nous frappe en plein cœur (la séquence avec la chasse aux simili-baleines nous retourne le bide). Quant au propos géopolitique, il est digéré et assumé même si pas très nouveau et il en vaut bien un autre. En effet, le script nous rejoue la Conquête de l’Ouest en mode science-fiction avec les habitants de Pandora en tant qu’indiens et les humains en tant que colons. N’oublions pas que tout cela est encore d’actualité sur bien des aspects de notre monde! Notons que l’amorce de cette suite est très directe, un peu abrupte même, mais au moins on est vite remis dans le bain. On est parti pour des montagnes russes d’action, d’émerveillement et de surprises pendant plus de trois heures que l’on ne voit absolument pas passer. Cameron redonne ses lettres de noblesse au cinéma à grand spectacle. La précision et le soin qu’il apporte à tous les aspects de son film est proprement incroyable. Cet homme est un visionnaire et après « Aliens », « Terminator 2 », « Titanic » et, bien sûr, le premier « Avatar », il parvient encore à nous mettre KO et à nous surprendre. La technologie ayant progressé depuis une douzaine d’années, le monde de Pandora est encore plus prégnant dans cette seconde mouture. Élargi à une peuplade de l’eau cette fois, cette séquelle étend donc son univers avec brio. Ce qui permet au visuel de se renouveler et de nous en mettre plein les yeux une nouvelle fois. Le souci du détail est incroyable et à chaque plan on est subjugués par la maestria formelle de cet « Avatar, la voie de l’eau ». Les créatures, la flore et les décors sont somptueux. Le rendu de ces grands être bleus est ici encore une fois proche de la perfection. On ne sait par où commencer pour vanter la beauté plastique de tel ou tel aspect. Mais si le film n’était qu’une prouesse visuelle... Cameron n’allait pas nous offrir une simple très jolie coquille vide et « Avatar, la voie de l’eau » nous réserve également de très beaux moments d’émotion, nous fait même avoir les larmes aux yeux plusieurs fois et nous touche en plein cœur avec un discours très contemporain. Quant aux séquences d’action, elles ne souffrent d’aucune scorie et le bouquet final est jubilatoire, jusque dans une sorte de remake de « Titanic » sauce Pandora. Le metteur en scène et son film arrivent donc de manière opportune pour sauver les salles de cinéma du marasme dans lequel des mesures sanitaires aberrantes les ont plongés. Car cette magnifique suite, c’est au cinéma et nulle part ailleurs qu’il faut s’en délecter. Foncez c’est du caviar cinématographique et le parfait divertissement de cette fin d’année. Plus de critiques cinéma sur ma page Facebook Ciné Ma Passion."
4.5,2022-12-20,"13 ans se sont écoulés depuis le dernier film de James Cameron, Avatar. 13 ans au cours desquels la révolution technologique que représentait alors la 3D s'est peu à peu faite oublier. 13 ans au cours desquels le cinéma à gros budget américain s’est dégradé à force d’être monopolisé par les films de super-héros de plus en plus industrialisés. Au bout de 13 ans, James Cameron revient donc avec la suite de son précédent long-métrage de fiction : Avatar : La Voie de l’eau. Et cela valait le coup d’attendre ! En effet, le réalisateur pousse encore plus loin la splendeur de l’univers qu’il présente à l’écran. La mise en scène et les effets spéciaux sont d’une beauté de tous les instants et réussissent à faire revivre toute la magie que peut procurer le cinéma dans ses moments les plus exceptionnels. On oublie totalement que l’on est face à des protagonistes qui sont représentés par un amas de pixels pour croire totalement en l’existence des créatures que l’on suit tout au long du film. Celles-ci bénéficient aussi de la qualité de direction d’acteurs de James Cameron qui associe à son casting original de nouveaux comédiens comme Michelle Yeoh ou Kate Winslet, tous réussissant toujours à parfaitement retranscrire les émotions de leurs personnages malgré les contraintes de la motion capture. Cameron signe donc une nouvelle fois une réussite visuelle et technologique majeure même si le film ne possède plus d’aspect aussi novateur que le premier : s’il ne présente rien de véritablement nouveau, il pousse surtout encore plus loin les différentes technologies qu’il exploite que ce soit la motion capture ou la 3D. En outre, le film bénéficie d’un scénario parfaitement rythmé possédant peut-être un plus grand nombre de scènes d’action et une ambiance un peu plus sombre. En effet, il développe des thématiques plus adultes plus axées sur la famille (à tel point que les enfants peuvent être considérés comme les véritables personnages principaux) et un peu moins concentré sur l’émerveillement causé par la nature (même si cela reste très présent). Toutefois, le scénario est aussi le point faible du film spoiler: car on peut trouver un peu forcé le retour du personnage de Quaritch, décédé dans le précédent film, dans un corps de na’vi et l’intégration de la fille de Grace (ce qui permet de faire revenir Sigourney Weaver au casting) à la naissance visiblement un peu miraculeuse et du fils de Quaritch dont l’existence n’était pas évoquée dans le premier film . Enfin, pour ce qui est de la musique, Simon Franglen prend le relais de James Horner, décédé en 2015, et offre une partition toujours féérique même si elle ne possède pas de nouveau thème réellement marquant. Ainsi, malgré ses facilités scénaristiques visant à intégrer de nouveaux personnages et l’impression par moments que certains passages sont traités en accélérés (surtout au début) ou coupés (on sent parfois qu’une future version longue, comme souvent chez Cameron, éclaircira certains éléments un peu surprenant), Avatar : La Voie de l’eau est une digne suite du précédent épisode et peut même être lui être préféré en termes de rythme. On attend avec impatience le troisième volet !"
2.5,2022-12-18,"Avatar 2 est le digne produit de son réalisateur : un film visuellement très réussi, même si certaines scènes peuvent être vraiment mal exécutées, tentant une approche visuelle très vidéoludique sans pour autant que cela fonctionne parfaitement (l'affrontement final par exemple) soutenu par un scénario niais, avec des enjeux vus et revus, sans réelles surprises (on peut deviner l'ensemble des scènes) pouvant cependant susciter de belles émotions. C'est donc la même chose que le premier Avatar (la surprise en moins), en plus (trop !) long avec de très belles scènes néanmoins (les fonds marins sont sublimes) Cela reste donc un film à voir assurément mais loin de révolutionner quoi que ce soit."
2.5,2023-01-02,"Quelle déception. Moi qui avais adoré le premier. Là, maintenant je comprends pourquoi Cameron a mis 16 ans à sortir le 2. C'était parce qu'il s'est dit : ' Moi aussi, Je veux entrer dans l'histoire du cinéma en créant comme les autres une franchise comme 'Jurassic Park, Star Wars, Le Seigneur des Anneaux... Sauf que n'est pas Tolkien qui veut. Il a oublié les Fondations et a juste mis l'électricité pour nous éblouir, l'eau pour nous tenir et le poêle pour nous enfumer. Il faut reconnaître que la maison est très belle mais comme celle des petits cochons...Plein de défauts. Déjà, je me suis dis : C'est bizarre, il y a des enfants... et là où il y a des enfants dans les films américains. En général, ça craint... pour les spectateurs adultes. Il n'y a qu'à voir tous ces films plombés par des enfants ayant un rôle prépondérant. Ce qui m'avait plu dans le 1 c'était son scénario simple mais terriblement efficace, ainsi que son univers très loin du nôtre ; extraordinaire. Là, par contre ; on se croirait au USA ou même en France avec des enfants version 2022. Je me demande comment des enfants vivant dans un monde idyllique et respectueux de la nature et d'autrui accouchent de comportement typiquement adolescent citadin. De plus si vous vous attendez à voir une flore ou une faune aussi extraordinaire que dans le 1 ; bah, vous serez déçu. Cameron a grillé toutes ses cartouches dans le 1er. On voit les mêmes animaux et la même flore ( sauf dans l'eau ) mais c'est d'une banalité... Il y a eu Avatar dans la forêt ( Très bien ). Le 2 Avatar dans l'eau. Le 3 sera Avatar à la montagne. Le 4 Avatar à la ferme... ça me rappelle quelqu'un... Je ne vais pas décrire toutes les incohérences que j'ai trouvé car il y en a beaucoup. Cameron a mis 16 ans pour écrire ses scénarios et très franchement le premier se suffisait à lui-même. Vous verrez ou pas les incohérences du scénario. Dommage. Je n'irai pas voir le 3 ni les autres car par rapport au 1er, n'importe quel scénariste et réalisateur aurait pu le faire. Oui avec Avatar 1 je suis devenu exigeant."
2.5,2023-01-18,"Tout d'abord, saluons les effets spéciaux même si nous en sommes gavés aujourd'hui grâce à l'informatique et les rideaux verts. Le film se résume aux mêmes aventures que le premier mais transposées dans le milieu aquatique. Il manque quand même les scènes de labo qui avaient du charme dans le 1. Après ? et bien le scénario reprend les mêmes péripéties assaisonnées des récits pour adolescents boutonneux qui découvrent l'autre sexe, un petit clin d'oeil sur les difficultés d'intégration mais cela se règle rapidement. les peuples ""primitifs"" sont quand même plus évolués que les méchants humains. L'éternel combat des gentils et des méchants sert de fil rouge pour les 3 heures de l'aventure. Le film pille allègrement les clichés liés au monde l'eau : les poissons chamarrés, les baleines couvertes de tatouages ethniques piqués à la Mélanésie... C'est navrant de voir un pareil manque d'imagination. La musique ""colle"" aux univers : percussions pour les sauvages mélanésiens, cuivre pour les méchants... Bref je me suis beaucoup ennuyé car le premier degré règne en maître dans ce PRODUIT ""attrape-tout"" calibré pour couvrir l'ensemble du panel de consommateurs réunis pour élaborer le scénario. Cameron avait de meilleurs scénaristes pour Abyss ou Terminator. En bref, Avatar n'est qu'un exemple de film où les acteurs blancs grimés incarnent des personnages étrangers ( Indiens, noirs et, Chinois). Seule la technique a évolué."
0.5,2022-12-30,"Halte à cette fumisterie qui n'a que seul mérite de ramener les gens dans les salles obscures ! Oui les effets spéciaux sont magnifiques mais c'est tout, ce film est vide de sens et vide de scénario. Alors Mr Cameron crache sur marvel et critique le mcu comme si c était le diable qui dévore hollywood et le tue, mais pardon James fait le même genre de cinéma mais encore moins bon ! Qu'il arrête de prétendre savoir ce qu est un vrai scénario ou de vrais enjeux quand dans son film de plus de 3h il n y a rien hormis une représentation patriarcale abjecte et du pan pan boum boum débile qui justifie les incohérences les plus invraisemblables ! Désolé James cameron mais les enjeux familiaux dans avengers endgame ou dans la série de Hawkeye sont mille fois plus intéressants et profonds que dans ton film pourri ! Bref tout comme Matrix l année derniere ce avatar 2 est pour moi la mauvaise blague et la déception cinématographique de 2022 !"
0.5,2022-12-20,Le film ressemble à une cinématique d'un jeu de PS 5....sauf qu'il n'y a pas le bouton pour la passer. C est donc beaucoup plus long et beaucoup plus chiant. Ce film est une insulte aux fans du premier Avatar. Et je pèse mes mots.
2.0,2022-12-21,"Techniquement le film est assez impressionnant certes. Mais attention 1/ il vous faut impérativement porter des lunettes 3 D et je déteste cela, mais 2/ surtout le scénario est absolument sans aucun intérêt, totalement ringard ou plat comme une raie manta… Alors oui on peut prendre du plaisir à regarder cela 3 minutes, tout comme observer les poissons et autres créatures marines dans un bel aquarium quelques minutes est assez saisissant, mais le problème là est qu’il vous faudra tenir plus de 3 heures : pour le coup cela devient cérébralement très dur, voire de la torture. Du cinema par ordinateur : cela devient à la longue insupportable. Alors attention danger surtout pour celles et ceux qui abhorrent le politiquement correct, je devrais dire ultra-correct. Surtout qu’ici tout est complètement artificiel !!!! Le comble pour un message qui se veut hyper-écolo !!!"
3.5,2022-12-20,"Visuellement époustouflant, le film est une ode à la nature. Il peint des valeurs universelles à travers une histoire de 3 heures qui en paraît moins. Le hic : le scénario simpliste. Avatar 2 est un film familial idéal pour Noël."
2.0,2023-01-22,"Je crois que je ne me suis pas autant ennuyée au ciné depuis Matrix 4. Si je rajoute Jurassic 3, j'ai le combo des suites récentes les plus ratées du ciné. Le seul point + : les effets spéciaux ! Mais ça s'arrête là. Un scénario INEXISTANT. Une ligne pour résumer 3h de film !! Il n'y avait pas assez de jus de cervelle pour créer un nouveau méchant digne de ce nom. Ils ont repris le celui du 1 et l'ont spoiler: cloné .... Les scénaristes affichent en grand leur nom au générique... Pitié, cachez-vous ou interdisez ce film au +de 5 ans ! La fin, la cerise sur le gâteau, une fin complètement pompée sur Titanic, au comble du ridicule avec des personnages capables de nager sous l'eau. La morale de la fin, d'une niaiserie absolue (sauf si c'est pour les touts petits) Merci les effets, la technologie, car sans ça, c'était un zéro assuré !"
5.0,2022-12-18,Je mets cinq étoiles car pour moi sa reste un chef d'œuvre visuelle j'avais hâte de retrouver Avatar l'attente était longue je m'attendais à un wooh quand même car c'était 10 ans après mais l'histoire est quand même pas mal je conseil d'aller voir ce film qui reste une claque visuelle.
2.5,2022-12-27,"Certes les images sont belles, l'intention est là, mais je me suis embêté, car finalement on dirait le 1er, la surprise et la découverte en moins."
1.0,2023-01-02,"Je mets une étoile pour les effets spéciaux. 3h12 pénibles…Mr Cameron a fumé de la colle ou quoi? Ce 2eme film est l’antithèse du premier que j’ai adoré. Plein de poésie, de philosophie et de grâce. Là c’est une histoire de famille, d’éducation parentale d’ados atardés. Bro par ci, bro par là, langage familier, on ne veut pas voir ça! On veut être transporté sur Pandora! Loin de toute cette médiocrité ambiante mais Cameron nous sort un bon gros blockbuster blindé d’effets spéciaux(pas tjs reussis d ailleurs) avec une histoire nulle. Le seul personnage intéressant est Kiri. Pour le reste: Quelle déception!!"
2.5,2022-12-17,"J'ai bien aimé le 1er, j'ai été happé, transporté et j'ai pas vu le temps passer en 2009, les images me semblaient sensationnels, là je me suis limite ennnuyé, c'est la même histoire, ou presque, en moins incarné et avec plus d'eau, les images demeurent belles (mais moins qu'il y a 13 ans, un comble) mais est ce que ca suffit pour un film ? surtout de cette longueur ? ma réponse est non et il y a peu de chances que j'aille voir le 3, à moins que cet opus soit l'ultime et conclue la série, que la rédemption apparaisse et la réconciliation, à défaut de l'amour, triomphe. L'incarnation physique de cette belle enflure de Miles Quaritch pourrait en effet changer la donne..."
2.0,2023-01-05,"Visuellement rien à redire, tout comme le premier mais voilà, le cinéma n'est pas que debelles images (ça c'est un économiseur d'écran), le scénario est clairement très mauvais et doit faire 3 pages au maximum, c'est manichéen au possible, il n'y aucune imagination, aucun développement des personnages, aucune subtilité quelconque : Bref d'une médiocrité flagrante et sans rebondissement. 3h30 de belles images et voilà... tout ça pour ça...."
3.5,2023-08-10,"Avatar 2 est agréable à voir, je l'ai vu en 3D mais quelque chose me gênait dans l'image, j'ai compris après que c'était dû à la HFR que je ne connaissais pas, vraiment ça vous sort du film, je vous déconseille d'aller le voir avec ce type de projection, je ne suis pas sûre que la 3D apporte beaucoup. Je pense que l'idéal serait de le voir en IMAX pour être plus immergé. Quant à l'histoire j'ai bien aimé les valeurs mises en avant par le film, les décors bien sûr, ce qui me gêne c'est simplement que ce ne soit pas un film avec un début un développement et une fin mais on sait déjà qu'il y aura une suite, ce qui ne m'enchante pas car j'aimerais simplement qu'il y ait de l'originalité au cinéma et pas une multitude de franchises."
0.5,2022-12-30,"50% Usuhaïa dans les deux premières heures, puis 25% de Rambo, pour finir par 25% de Titanic. C'est beau, certes, mais QUE beau. De superbes effets spéciaux n'ont jamais suffi à faire un film !"
4.5,2022-12-27,"La voie de l'eau n'a ni commencement ni fin. UNE CLAQUE VISUELLE. Magnifique, émouvant et surprenant. Le voici, le voilà. J'ai enfin vu Avatar : la voie de l'eau ! Au début je vous avoue j'ai eu peur… J'arrivais pas à me plonger dans le film, les 40 premières minutes sont un peu brouillonnes car on nous balance plein de scènes de différentes époques. Comme souvent dit, le scénario n'a rien d'original. Mais franchement qu'est-ce qu'on s'en fou. On passe tellement un bon moment entouré de toutes ces combinaisons de couleurs, avec des personnages extrêmement touchants et de l'affection pour les petits et les grands. Une dernière heure complètement explosive avec de l'action et de l'émotion. Et pour finir, merci The Weeknd pour la musique de fin de générique, elle est géniale. Pour les curieux : Nothing Is Lost (You Give Me Strength) - de The Weeknd :)"
2.5,2022-12-17,"Plusieurs reproches. D'abord le film (3h15 !) est beaucoup trop long, notamment l'assommant début, interminable. Ensuite c'est grosso modo le même film que le 1 (méchants terriens contre gentils Pandoriens). Dernier bémol : l'effet de surprise du 1 est inexistant. Reste la maestria de la mise en scène, bluffante, et les scènes sous-marine, belles. On est très loin du chef-d'œuvre (une heure 15 de baston répétitif !!) mais c'est disons correct."
